ID	PATHOMAP_AB001_normalized.fastq.gz	PATHOMAP_AB002_normalized.fastq.gz	PATHOMAP_AB003_normalized.fastq.gz	PATHOMAP_AB004_normalized.fastq.gz	PATHOMAP_AB005_normalized.fastq.gz	PATHOMAP_AB006_normalized.fastq.gz	PATHOMAP_AB007_normalized.fastq.gz	PATHOMAP_AB008_normalized.fastq.gz	PATHOMAP_AB009_normalized.fastq.gz	PATHOMAP_AB010_normalized.fastq.gz	PATHOMAP_AB011_normalized.fastq.gz	PATHOMAP_AB012_normalized.fastq.gz	PATHOMAP_AB013_normalized.fastq.gz	PATHOMAP_AB014_normalized.fastq.gz	PATHOMAP_AB015_normalized.fastq.gz	PATHOMAP_AB016_normalized.fastq.gz	PATHOMAP_AB017_normalized.fastq.gz	PATHOMAP_AB018_normalized.fastq.gz	PATHOMAP_AB019_normalized.fastq.gz	PATHOMAP_AB020_normalized.fastq.gz	PATHOMAP_AB021_normalized.fastq.gz	PATHOMAP_AB022_normalized.fastq.gz	PATHOMAP_AB023_normalized.fastq.gz	PATHOMAP_AB024_normalized.fastq.gz	PATHOMAP_AB025_normalized.fastq.gz	PATHOMAP_AB026_normalized.fastq.gz	PATHOMAP_AB027_normalized.fastq.gz	PATHOMAP_AB028_normalized.fastq.gz	PATHOMAP_AB029_normalized.fastq.gz	PATHOMAP_AB030_normalized.fastq.gz	PATHOMAP_Culture01_normalized.fastq.gz	PATHOMAP_Culture02_normalized.fastq.gz	PATHOMAP_Culture03_normalized.fastq.gz	PATHOMAP_Culture05_normalized.fastq.gz	PATHOMAP_Culture07_normalized.fastq.gz	PATHOMAP_Culture08_normalized.fastq.gz	PATHOMAP_Culture09_normalized.fastq.gz	PATHOMAP_Culture10_normalized.fastq.gz	PATHOMAP_Culture11_normalized.fastq.gz	PATHOMAP_Culture12_normalized.fastq.gz	PATHOMAP_FALL34_normalized.fastq.gz	PATHOMAP_FALL36_normalized.fastq.gz	PATHOMAP_FALL37_normalized.fastq.gz	PATHOMAP_Gowanus_normalized.fastq.gz	PATHOMAP_mix_normalized.fastq.gz	PATHOMAP_P00007_normalized.fastq.gz	PATHOMAP_P00008_normalized.fastq.gz	PATHOMAP_P00009_normalized.fastq.gz	PATHOMAP_P00010_normalized.fastq.gz	PATHOMAP_P00011_normalized.fastq.gz	PATHOMAP_P00024_normalized.fastq.gz	PATHOMAP_P00027_normalized.fastq.gz	PATHOMAP_P00030_normalized.fastq.gz	PATHOMAP_P00031_normalized.fastq.gz	PATHOMAP_P00032_normalized.fastq.gz	PATHOMAP_P00033_normalized.fastq.gz	PATHOMAP_P00034_normalized.fastq.gz	PATHOMAP_P00035_normalized.fastq.gz	PATHOMAP_P00036_normalized.fastq.gz	PATHOMAP_P00041_normalized.fastq.gz	PATHOMAP_P00042_normalized.fastq.gz	PATHOMAP_P00044_normalized.fastq.gz	PATHOMAP_P00046_normalized.fastq.gz	PATHOMAP_P00047_normalized.fastq.gz	PATHOMAP_P00049_normalized.fastq.gz	PATHOMAP_P00050_normalized.fastq.gz	PATHOMAP_P00051_normalized.fastq.gz	PATHOMAP_P00052_normalized.fastq.gz	PATHOMAP_P00053_normalized.fastq.gz	PATHOMAP_P00054_normalized.fastq.gz	PATHOMAP_P00055_normalized.fastq.gz	PATHOMAP_P00056_normalized.fastq.gz	PATHOMAP_P00058_normalized.fastq.gz	PATHOMAP_P00059_normalized.fastq.gz	PATHOMAP_P00060_normalized.fastq.gz	PATHOMAP_P00061_normalized.fastq.gz	PATHOMAP_P00062_normalized.fastq.gz	PATHOMAP_P00063_normalized.fastq.gz	PATHOMAP_P00064_normalized.fastq.gz	PATHOMAP_P00066_normalized.fastq.gz	PATHOMAP_P00067_normalized.fastq.gz	PATHOMAP_P00068_normalized.fastq.gz	PATHOMAP_P00069_normalized.fastq.gz	PATHOMAP_P00070_normalized.fastq.gz	PATHOMAP_P00072_normalized.fastq.gz	PATHOMAP_P00073_normalized.fastq.gz	PATHOMAP_P00074_normalized.fastq.gz	PATHOMAP_P00079_normalized.fastq.gz	PATHOMAP_P00080_normalized.fastq.gz	PATHOMAP_P00081_normalized.fastq.gz	PATHOMAP_P00083_normalized.fastq.gz	PATHOMAP_P00084_normalized.fastq.gz	PATHOMAP_P00085_normalized.fastq.gz	PATHOMAP_P00086_normalized.fastq.gz	PATHOMAP_P00087_normalized.fastq.gz	PATHOMAP_P00088_normalized.fastq.gz	PATHOMAP_P00089_normalized.fastq.gz	PATHOMAP_P00090_normalized.fastq.gz	PATHOMAP_P00091_normalized.fastq.gz	PATHOMAP_P00092_normalized.fastq.gz
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis|t__Staphylococcus_epidermidis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.12509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23374	0.0	0.0	0.0	0.0	1.60777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62859	0.0	0.0	0.0	0.0	0.0	0.0	0.20412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus|t__Staphylococcus_haemolyticus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62859	0.0	0.0	0.0	0.0	0.0	0.0	0.20412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.90922	0.0	0.0	0.0	0.0	87.44596	0.0	0.0	0.0	0.0	0.0	0.12595	0.0	0.46607	0.0	0.39649	0.42184	0.0	1.02482	0.1191	0.0	0.30475	0.01101	0.13874	0.0	0.0	0.0	0.10821	0.33524	0.0	0.0	0.0	0.0	0.0	0.0	2.66368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis|t__Staphylococcus_hominis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.90922	0.0	0.0	0.0	0.0	87.44596	0.0	0.0	0.0	0.0	0.0	0.12595	0.0	0.46607	0.0	0.39649	0.42184	0.0	1.02482	0.1191	0.0	0.30475	0.01101	0.13874	0.0	0.0	0.0	0.10821	0.33524	0.0	0.0	0.0	0.0	0.0	0.0	2.66368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saprophyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.38112	100.0	100.0	61.09051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66094	0.00614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saprophyticus|t__Staphylococcus_saprophyticus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.38112	100.0	100.0	61.09051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66094	0.00614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_warneri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1728	16.93936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_warneri|t__Staphylococcus_warneri_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1728	16.93936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00955	0.0	1.63977	3.26194	0.0	0.0	0.0	0.0	0.0	0.0	0.23393	0.0	0.0	4.32045	0.0	0.0	0.0	0.0	0.0	0.0	0.45007	0.7029	4.72284	0.0	3.16991	2.752	0.0	15.72512	0.0	3.282	7.35736	0.0	0.81594	0.06922	0.78346	0.16996	1.39417	0.0	0.81913	0.16006	0.54852	0.02269	0.0	0.0	6.19133	0.0	1.58942	1.09535	1.69828	0.0	0.0	2.97459	0.16912	2.16139	0.0	2.82546	0.42803	0.0268	0.0	0.0	0.25187	2.15255	0.19043	0.0	0.0	0.15724	2.21895	0.0	0.0	1.8556	3.61463	0.0	4.2185	0.0	8.44875	0.0	1.85714	0.71593	0.0	0.40473
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23393	0.0	0.0	4.32045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2056	0.23772	0.0	0.0	0.0	0.13775	0.0	0.0	0.03486	0.0	0.55689	0.16996	1.39417	0.0	0.0	0.16006	0.0	0.02269	0.0	0.0	0.21282	0.0	0.0	0.0	1.57304	0.0	0.0	0.0	0.16912	0.0	0.0	0.0	0.0	0.0268	0.0	0.0	0.25187	1.53375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08246	0.0	0.0	0.0	0.0	0.0	0.43318	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23393	0.0	0.0	4.32045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2056	0.23772	0.0	0.0	0.0	0.13775	0.0	0.0	0.03486	0.0	0.55689	0.16996	1.39417	0.0	0.0	0.16006	0.0	0.02269	0.0	0.0	0.21282	0.0	0.0	0.0	1.57304	0.0	0.0	0.0	0.16912	0.0	0.0	0.0	0.0	0.0268	0.0	0.0	0.25187	1.53375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08246	0.0	0.0	0.0	0.0	0.0	0.43318	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_viridans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23393	0.0	0.0	4.32045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2056	0.23772	0.0	0.0	0.0	0.13775	0.0	0.0	0.03486	0.0	0.55689	0.16996	1.39417	0.0	0.0	0.16006	0.0	0.02269	0.0	0.0	0.21282	0.0	0.0	0.0	1.57304	0.0	0.0	0.0	0.16912	0.0	0.0	0.0	0.0	0.0268	0.0	0.0	0.25187	1.53375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08246	0.0	0.0	0.0	0.0	0.0	0.43318	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_viridans|t__Aerococcus_viridans_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23393	0.0	0.0	4.32045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2056	0.23772	0.0	0.0	0.0	0.13775	0.0	0.0	0.03486	0.0	0.55689	0.16996	1.39417	0.0	0.0	0.16006	0.0	0.02269	0.0	0.0	0.21282	0.0	0.0	0.0	1.57304	0.0	0.0	0.0	0.16912	0.0	0.0	0.0	0.0	0.0268	0.0	0.0	0.25187	1.53375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08246	0.0	0.0	0.0	0.0	0.0	0.43318	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36922	0.7029	4.72284	0.0	2.33338	2.51428	0.0	15.72512	0.0	1.82093	2.6678	0.0	0.78108	0.0	0.16842	0.0	0.0	0.0	0.81913	0.0	0.20433	0.0	0.0	0.0	5.97851	0.0	0.67795	1.09535	0.0	0.0	0.0	2.97459	0.0	0.59771	0.0	2.82546	0.42803	0.0	0.0	0.0	0.0	0.0	0.19043	0.0	0.0	0.0	2.21895	0.0	0.0	0.0	0.0	0.0	3.10093	0.0	8.44875	0.0	1.42396	0.71593	0.0	0.21556
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36922	0.7029	4.72284	0.0	2.33338	2.51428	0.0	15.72512	0.0	1.82093	2.6678	0.0	0.78108	0.0	0.16842	0.0	0.0	0.0	0.81913	0.0	0.20433	0.0	0.0	0.0	5.97851	0.0	0.67795	1.09535	0.0	0.0	0.0	2.97459	0.0	0.59771	0.0	2.82546	0.42803	0.0	0.0	0.0	0.0	0.0	0.19043	0.0	0.0	0.0	2.21895	0.0	0.0	0.0	0.0	0.0	3.10093	0.0	8.44875	0.0	1.42396	0.71593	0.0	0.21556
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium|t__Enterococcus_avium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36922	0.0	3.46393	0.0	0.42379	2.33909	0.0	0.0	0.0	0.47289	0.79476	0.0	0.78108	0.0	0.08785	0.0	0.0	0.0	0.22398	0.0	0.02057	0.0	0.0	0.0	5.97851	0.0	0.03811	0.0	0.0	0.0	0.0	0.0	0.0	0.59771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21895	0.0	0.0	0.0	0.0	0.0	2.65402	0.0	0.0	0.0	1.42396	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus|t__Enterococcus_casseliflavus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36922	0.0	3.46393	0.0	0.42379	2.33909	0.0	0.0	0.0	0.47289	0.79476	0.0	0.78108	0.0	0.08785	0.0	0.0	0.0	0.22398	0.0	0.02057	0.0	0.0	0.0	5.97851	0.0	0.03811	0.0	0.0	0.0	0.0	0.0	0.0	0.59771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21895	0.0	0.0	0.0	0.0	0.0	2.65402	0.0	0.0	0.0	1.42396	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans|t__Enterococcus_durans_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19743	0.22939	0.0	1.55706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63985	0.0	0.0	0.0	0.0	2.97459	0.0	0.0	0.0	0.0	0.42803	0.0	0.0	0.0	0.0	0.0	0.19043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04188	0.0	8.44875	0.0	0.0	0.71593	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__Enterococcus_faecalis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19743	0.22939	0.0	1.55706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63985	0.0	0.0	0.0	0.0	2.97459	0.0	0.0	0.0	0.0	0.42803	0.0	0.0	0.0	0.0	0.0	0.19043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04188	0.0	8.44875	0.0	0.0	0.71593	0.0	0.0
